source,file_id,raw_file_id,pt_abs_error,mt_abs_error,tll_abs_error,mae3,within_5,changed_targets248,pt_source248,mt_source248,tll_source248
train2000,1435_012108,012108,0.791,0.2553,4.663,1.9031,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1436_015908,015908,1.7205,4.1986,8.7435,4.8875,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1437_009060,009060,2.8382,1.6595,1.9288,2.1422,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1438_008697,008697,2.4315,2.3367,9.39,4.7194,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1439_004225,004225,8.0736,6.054,8.5893,7.5723,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,143_000399,000399,2.6127,0.2591,0.3071,1.0596,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1440_010083,010083,1.7712,0.9646,9.1309,3.9556,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1441_006154,006154,2.4803,0.3584,19.1035,7.3141,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1442_003784,003784,1.4496,3.1581,6.1914,3.5997,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1443_010418,010418,0.2518,2.8761,4.515,2.5476,1,PT,PT200,base_direct_mt,base_direct_tll
train2000,1444_007279,007279,7.5322,0.8715,8.1629,5.5222,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1445_015667,015667,1.9656,1.2305,7.8171,3.6711,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1446_005210,005210,0.494,0.4056,3.2635,1.3877,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1447_008654,008654,0.3814,3.7811,4.8646,3.009,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1448_011660,011660,7.9094,0.8901,3.1374,3.979,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1449_011259,011259,6.1257,7.8108,4.3794,6.1053,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,144_012804,012804,0.1811,3.6614,4.376,2.7395,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1450_002790,002790,1.726,11.626,0.8888,4.7469,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1451_013341,013341,11.1712,9.2997,0.3227,6.9312,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1452_008275,008275,7.9755,4.4196,4.4555,5.6169,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1453_005361,005361,2.7512,6.1199,9.4155,6.0955,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1454_013497,013497,4.763,3.792,3.464,4.0063,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1455_003022,003022,4.0422,3.833,2.1504,3.3419,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1456_004114,004114,1.6814,2.3638,4.6636,2.9029,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1457_006345,006345,4.2485,3.5045,4.7557,4.1696,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1458_003596,003596,1.0022,2.0677,3.0509,2.0403,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1459_012023,012023,1.2304,3.6005,4.5539,3.1283,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,145_015444,015444,5.5101,6.756,3.0113,5.0925,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1460_000251,000251,3.2338,3.9886,6.5244,4.5823,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1461_002450,002450,11.9497,0.9639,9.1282,7.3473,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1462_001542,001542,1.0874,5.3213,5.1127,3.8405,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1463_010773,010773,8.4611,3.8697,0.522,4.2843,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1464_005778,005778,2.4993,2.5518,8.2317,4.4276,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1465_011897,011897,2.0714,4.0144,8.0136,4.6998,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1466_010936,010936,1.0542,1.2044,5.3359,2.5315,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1467_004696,004696,1.0887,2.2908,2.0042,1.7946,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1468_005111,005111,2.5669,3.7542,0.6857,2.3356,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1469_002119,002119,2.2977,6.1797,5.3222,4.5999,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,146_008224,008224,0.2803,0.3126,2.6171,1.07,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1470_012515,012515,4.0425,3.4855,1.5944,3.0408,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1471_011938,011938,3.1978,0.7084,23.0102,8.9721,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1472_008213,008213,2.7391,0.2669,8.8792,3.9617,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1473_013881,013881,6.2119,4.2525,0.0863,3.5169,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1474_002515,002515,5.9291,2.0396,0.3033,2.7573,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1475_004532,004532,0.7871,2.5008,19.4523,7.5801,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1476_000261,000261,2.4868,0.402,1.2383,1.3757,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1477_014433,014433,5.016,1.6664,1.7126,2.7983,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1478_007486,007486,6.8414,6.1064,3.5822,5.51,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1479_003481,003481,5.4688,7.0305,0.4646,4.3213,1,PT+MT,PT193,MT190,base_direct_tll
train2000,147_004109,004109,3.4432,2.2807,4.3616,3.3618,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1480_008206,008206,2.0207,3.2113,5.1164,3.4495,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1481_013876,013876,1.323,3.7825,1.9079,2.3378,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1482_005083,005083,0.0855,1.1567,4.949,2.0637,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1483_003849,003849,4.6024,3.0909,2.1393,3.2775,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1484_014076,014076,3.1943,0.6338,4.2882,2.7054,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1485_015352,015352,2.9672,3.9048,2.1951,3.0224,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1486_009591,009591,2.4668,1.4006,2.0811,1.9828,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1487_014673,014673,3.3611,3.7133,6.8146,4.6297,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1488_002223,002223,0.2763,1.8564,3.4077,1.8468,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1489_010194,010194,5.4202,3.2619,3.9673,4.2165,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,148_006895,006895,3.7869,2.2493,19.4766,8.5043,0,MT+TL_L,base_direct_pt,MT190,sf204_tll246_all_cases_from_196_159_175_logic
train2000,1490_004144,004144,4.5666,12.1166,4.3072,6.9968,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1491_006841,006841,1.6982,1.3909,2.3347,1.8079,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1492_010534,010534,4.7833,1.7366,3.9769,3.4989,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1493_010449,010449,9.966,5.7882,9.6693,8.4745,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1494_007203,007203,20.811,1.1995,0.5971,7.5359,0,PT,PT193,base_direct_mt,base_direct_tll
train2000,1495_004383,004383,1.3182,4.8475,13.6028,6.5895,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1496_009817,009817,2.7383,3.6292,6.7927,4.3867,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1497_010204,010204,4.4305,5.988,3.9767,4.7984,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1498_002757,002757,18.1997,2.9387,6.2166,9.1183,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1499_012122,012122,4.943,1.4938,0.7876,2.4081,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,149_010137,010137,15.5231,2.787,20.6446,12.9849,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1500_003012,003012,3.6123,3.4621,2.5511,3.2085,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1501_009961,009961,6.1402,3.1907,3.188,4.173,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1502_010039,010039,2.6979,4.8566,5.3944,4.3163,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1503_005054,005054,2.6107,0.8064,0.1556,1.1909,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1504_008575,008575,3.8831,2.4651,1.7655,2.7046,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1505_002779,002779,2.719,3.8809,7.969,4.8563,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1506_008567,008567,3.4233,1.5983,8.206,4.4092,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1507_000882,000882,4.1616,6.1573,8.6693,6.3294,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1508_014310,014310,3.5034,2.6741,1.3086,2.4954,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1509_015986,015986,0.0442,1.5054,8.7248,3.4248,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,150_000942,000942,1.5477,2.4003,0.4772,1.4751,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1510_008678,008678,1.1401,1.6767,1.2471,1.3546,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1511_005226,005226,1.6135,2.8096,2.7884,2.4038,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1512_015076,015076,0.9833,1.687,1.5912,1.4205,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1513_006133,006133,2.3939,2.5335,1.9055,2.2776,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1514_009277,009277,3.9835,0.7943,15.9686,6.9155,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1515_007883,007883,0.9685,0.9961,15.8989,5.9545,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1516_003179,003179,2.1879,3.2575,2.2873,2.5776,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1517_005397,005397,3.4828,3.5633,2.4728,3.173,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1518_004296,004296,2.3281,1.9446,4.4838,2.9188,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1519_009446,009446,0.0824,2.8327,1.998,1.6377,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,151_002827,002827,6.0644,5.2217,2.2231,4.5031,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1520_011524,011524,1.1439,1.1685,2.7719,1.6948,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1521_013693,013693,9.0439,5.1182,0.8948,5.019,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1522_003981,003981,0.4162,1.8064,3.89,2.0375,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1523_012135,012135,2.5505,4.0156,2.087,2.8844,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1524_001857,001857,0.5164,13.7012,6.092,6.7699,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1525_008406,008406,1.5601,2.6767,0.1689,1.4686,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1526_000468,000468,6.1512,0.4336,15.1381,7.241,0,TL_L,base_direct_pt,base_direct_mt,sf204_tll246_all_cases_from_196_159_175_logic
train2000,1527_012096,012096,0.1151,4.3761,9.7452,4.7455,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1528_000980,000980,4.0929,0.9353,0.2422,1.7568,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1529_002922,002922,7.6486,4.6869,11.331,7.8888,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,152_010415,010415,11.0608,2.2448,2.5337,5.2798,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1530_015356,015356,6.6213,7.1755,6.8481,6.8816,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1531_007425,007425,4.3386,3.0827,3.3271,3.5828,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1532_011072,011072,4.0198,1.7426,2.2317,2.6647,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1533_014256,014256,7.7101,2.9387,3.3088,4.6525,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1534_003900,003900,2.0719,5.8472,4.4129,4.1107,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1535_005821,005821,0.4374,3.3262,4.7524,2.8387,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1536_004512,004512,9.4408,2.9074,0.0181,4.1221,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1537_015237,015237,4.9582,2.6218,6.144,4.5747,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1538_003255,003255,2.3889,1.5589,3.175,2.3743,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1539_014607,014607,1.3283,4.4757,10.5774,5.4605,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,153_005378,005378,2.1957,5.1609,2.2794,3.212,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1540_014735,014735,2.7821,4.7388,3.6297,3.7169,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1541_000982,000982,3.2562,3.8547,1.103,2.738,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1542_009768,009768,3.6961,4.3165,8.1735,5.3954,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1543_011698,011698,1.3798,3.4686,2.6955,2.5146,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1544_011257,011257,1.5985,8.3799,6.3811,5.4532,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1545_002631,002631,7.4002,2.6132,1.5928,3.8687,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1546_005160,005160,0.0323,3.9092,4.6938,2.8784,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1547_013480,013480,0.7907,0.3035,2.7447,1.2796,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1548_010641,010641,7.6623,2.1924,3.9237,4.5928,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1549_014319,014319,0.9754,2.5828,5.9321,3.1634,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,154_006748,006748,1.4458,0.7414,6.3025,2.8299,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1550_003968,003968,9.4023,17.412,4.5088,10.441,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1551_014790,014790,8.0161,2.9602,0.8398,3.9387,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1552_001251,001251,3.6389,1.1605,1.0282,1.9425,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1553_007872,007872,11.1424,0.0527,6.203,5.7994,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1554_003054,003054,2.8843,6.5658,13.7866,7.7456,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1555_011296,011296,1.3903,1.5107,4.6423,2.5144,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1556_003787,003787,0.2879,0.9369,2.8569,1.3606,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1557_000128,000128,0.7335,1.6545,3.8149,2.0676,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1558_009131,009131,3.6115,6.519,5.7872,5.3059,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1559_005666,005666,19.3951,2.1079,40.1578,20.5536,0,TL_L,base_direct_pt,base_direct_mt,sf204_tll246_all_cases_from_196_159_175_logic
train2000,155_009542,009542,0.9885,4.4797,4.4416,3.3033,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1560_007608,007608,12.8845,0.3768,7.1499,6.8037,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1561_009925,009925,6.5597,3.0807,2.4996,4.0467,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1562_015944,015944,3.1517,2.4822,0.97,2.2013,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1563_002083,002083,4.0029,0.6613,21.325,8.6631,0,TL_L,base_direct_pt,base_direct_mt,sf204_tll246_all_cases_from_196_159_175_logic
train2000,1564_008442,008442,3.3595,3.9532,0.661,2.6579,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1565_006972,006972,3.342,3.8877,5.0246,4.0848,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1566_007142,007142,8.3575,3.7692,2.5138,4.8802,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1567_001822,001822,1.5878,1.8432,2.5389,1.99,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1568_013230,013230,1.6072,7.7199,9.1841,6.1704,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1569_003097,003097,5.6234,2.0429,11.1355,6.2673,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,156_015616,015616,5.8679,3.9749,0.2934,3.3787,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1570_009605,009605,6.7672,2.4458,2.6941,3.969,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1571_013088,013088,3.2131,4.0301,7.1068,4.7833,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1572_002891,002891,2.0707,5.953,14.1294,7.3844,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1573_015768,015768,6.137,2.8826,1.3078,3.4425,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1574_009974,009974,0.135,3.7447,1.0153,1.6317,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1575_005589,005589,1.8465,4.1667,6.3852,4.1328,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1576_015202,015202,4.3204,2.3307,1.4226,2.6912,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1577_000228,000228,5.7131,1.8146,12.9614,6.8297,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1578_004656,004656,7.0012,0.2837,15.3196,7.5348,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1579_005748,005748,4.3999,0.1538,6.4321,3.6619,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,157_006400,006400,0.6659,1.2036,5.3496,2.4064,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1580_009790,009790,4.9412,0.4882,23.1986,9.5427,0,TL_L,base_direct_pt,base_direct_mt,sf204_tll246_all_cases_from_196_159_175_logic
train2000,1581_008029,008029,3.1894,3.6161,6.7578,4.5211,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1582_011632,011632,0.8278,1.8191,1.2909,1.3126,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1583_008980,008980,11.1642,6.2041,3.3168,6.895,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1584_013905,013905,0.3034,1.5277,2.875,1.5687,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1585_005605,005605,5.2984,1.776,3.7894,3.6213,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1586_015735,015735,1.7942,1.85,3.0817,2.242,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1587_000496,000496,6.972,8.0253,1.6644,5.5539,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1588_013900,013900,2.2483,3.8729,0.32,2.1471,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1589_001096,001096,2.9185,1.4104,3.7266,2.6852,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,158_003601,003601,1.7546,2.5696,2.9188,2.4143,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1590_003126,003126,5.861,1.9412,29.3021,12.3681,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1591_006589,006589,0.0559,6.5379,1.4406,2.6781,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1592_003636,003636,0.6034,0.8811,1.4011,0.9619,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1593_015886,015886,3.5181,15.2545,5.7509,8.1745,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1594_002809,002809,1.4135,2.2473,3.2912,2.3173,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1595_003504,003504,1.6347,1.3781,3.791,2.2679,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1596_007944,007944,5.535,9.1849,5.4287,6.7162,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1597_005097,005097,1.5332,1.0916,10.263,4.2959,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1598_014597,014597,3.5805,1.3241,11.4504,5.4517,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1599_011549,011549,1.0657,1.1561,1.4581,1.2266,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,159_009191,009191,1.6846,3.5162,2.1338,2.4449,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1600_014115,014115,2.2687,2.5352,5.1876,3.3305,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1601_014752,014752,0.7732,4.4594,2.4313,2.5546,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1602_015517,015517,3.1746,8.6857,3.6994,5.1866,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1603_001233,001233,4.4585,0.3005,0.8631,1.874,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1604_011467,011467,4.2257,4.4956,8.2346,5.652,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1605_010720,010720,1.492,9.9694,2.4654,4.6423,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1606_004553,004553,3.8141,4.1165,3.3241,3.7516,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1607_013901,013901,2.6741,0.4783,4.3817,2.5114,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1608_009305,009305,2.1006,3.5764,0.9761,2.2177,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1609_000612,000612,13.0659,8.329,29.7196,17.0382,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,160_000323,000323,8.0539,3.2674,2.5325,4.6179,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1610_012735,012735,12.1048,1.6193,1.4686,5.0642,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1611_004563,004563,3.4568,1.9873,3.7839,3.076,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1612_001947,001947,7.6006,3.4731,7.7611,6.2783,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1613_002358,002358,5.5991,3.9319,11.5117,7.0142,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1614_001167,001167,2.5541,3.3956,13.3604,6.4367,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1615_003769,003769,0.9602,4.4132,4.3115,3.2283,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1616_012716,012716,0.8617,3.3029,1.8125,1.9924,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1617_003880,003880,0.6858,1.1169,9.8126,3.8718,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1618_013799,013799,1.5554,3.1354,2.3396,2.3435,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1619_014178,014178,0.4375,1.5588,1.9791,1.3251,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,161_010742,010742,1.6247,2.115,4.2006,2.6468,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1620_001874,001874,12.2873,1.5646,56.215,23.3556,0,TL_L,base_direct_pt,base_direct_mt,sf204_tll246_all_cases_from_196_159_175_logic
train2000,1621_004455,004455,1.1141,2.1222,1.2773,1.5045,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1622_009269,009269,11.5946,1.2247,4.3317,5.717,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1623_007590,007590,1.6441,3.109,2.7967,2.5166,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1624_006868,006868,0.9638,0.7744,5.0144,2.2509,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1625_008527,008527,1.1898,8.2549,8.0982,5.8476,0,PT+MT,PT200,MT190,base_direct_tll
train2000,1626_007734,007734,5.1169,3.4007,2.9282,3.8153,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1627_002741,002741,1.079,2.3734,7.4198,3.6241,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1628_014812,014812,0.3649,6.8242,10.7066,5.9652,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1629_008964,008964,4.2939,3.6655,3.5509,3.8368,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,162_002066,002066,3.2108,2.5136,0.9837,2.236,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1630_013314,013314,5.2806,1.3101,2.5941,3.0616,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1631_015811,015811,4.5787,3.4003,0.1382,2.7057,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1632_007594,007594,2.7076,3.0466,0.8669,2.207,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1633_012105,012105,2.9284,2.2352,2.2795,2.481,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1634_014803,014803,12.8252,4.6021,1.0682,6.1652,0,MT,base_direct_pt,MT190,base_direct_tll
train2000,1635_008916,008916,0.7973,0.4788,1.1518,0.8093,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1636_007948,007948,2.7476,1.5238,2.2628,2.1781,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1637_013046,013046,2.9314,4.4883,3.1468,3.5222,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1638_003824,003824,3.3366,1.927,1.0898,2.1178,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1639_004699,004699,5.7298,2.4285,3.4971,3.8851,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,163_007671,007671,1.2241,0.2684,0.7226,0.7384,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1640_010336,010336,3.8414,3.9745,3.4974,3.7711,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1641_011572,011572,0.9229,1.7523,3.8865,2.1872,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1642_005415,005415,0.8647,1.7356,13.3476,5.316,0,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1643_001587,001587,1.2778,3.532,1.821,2.2103,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1644_003604,003604,0.5587,1.303,3.0237,1.6285,1,,base_direct_pt,base_direct_mt,base_direct_tll
train2000,1645_000011,000011,2.5812,6.766,5.2007,4.8493,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1646_007719,007719,3.7644,10.3732,0.8318,4.9898,1,MT,base_direct_pt,MT190,base_direct_tll
train2000,1647_000069,000069,0.526,2.1853,5.2279,2.6464,1,,base_direct_pt,base_direct_mt,base_direct_tll
