stage,overlap_cases,divergent_cases,divergent_targets,max_abs_estimate_delta,historical_within_5,reconstructed_within_5,delta_within_5,historical_mae3,reconstructed_mae3,delta_mae3,historical_failures_gt5,reconstructed_failures_gt5,reconstructed_vs_historical_reg_target_gt5,reconstructed_vs_historical_reg_img_gt1,reconstructed_vs_historical_reg_img_gt3,historical_path,reconstructed_stage,notes
BASE186,1000,990,2128,82.3764,80.9,63.0,-17.9,3.7169,4.9618,1.2449,191,370,244,353,136,C:\Users\danib\OneDrive\Ambiente de Trabalho\LPEI\Datasets\Spinal-AI2024-main\Spinal-AI2024-main\processed_padding_512\cobb_results\baseline_2000\multicobb\active\validar_f1_f2_shortlist_smoothing_checkpoint185_v1\selector186_best_target_rows.csv,BASE_DIRECT,Base historica checkpoint186/selector186 vs base direta derivada dos candidatos regenerados.
