scenario,max_cobb_smape_article,pt_smape_article,mt_smape_article,tll_smape_article,agg3_smape_article,max_cobb_smape_old,pt_smape_old,mt_smape_old,tll_smape_old,agg3_smape_old,mae3,rmse3,within_5,within_10,within_15,failures_gt5,severe_gt8,case_count,regressions_target_gt5,regressions_image_gt1,regressions_image_gt3
train_full_val_all_3192,9.2067,32.5679,11.0812,17.9422,17.3259,18.4135,65.1359,22.1623,35.8843,34.6518,4.8881,7.1302,65.0689,93.5777,97.619,1115,359,3192,0,0,0
