file_id,raw_file_id,pt_abs_error,mt_abs_error,tll_abs_error,mae3,within_5,pt_source205,mt_source205,tll_source205,changed_targets205
774_000103,000103,3.6673,0.6416,2.7258,2.3449,1,checkpoint186,gate155_mt,checkpoint186,
775_010946,010946,4.8239,0.1198,1.1755,2.0397,1,checkpoint186,gate155_mt,checkpoint186,
776_005743,005743,0.0237,4.8977,9.4955,4.8056,1,checkpoint186,selector168_mt_guard171,checkpoint186,
777_001585,001585,5.9573,1.5999,2.9695,3.5089,1,checkpoint186,selector168_mt_guard171,checkpoint186,
778_004718,004718,1.9576,0.3997,2.3174,1.5582,1,checkpoint186,selector168_mt_guard171,checkpoint186,
779_011786,011786,1.6519,1.4996,3.5164,2.2226,1,checkpoint186,selector168_mt_guard171,checkpoint186,
780_002421,002421,0.0144,2.083,9.2212,3.7729,1,pt200,selector168_mt_guard171,checkpoint186,
781_014704,014704,1.8269,3.4821,4.6673,3.3254,1,checkpoint186,selector168_mt_guard171,checkpoint186,
782_014200,014200,0.4994,2.4498,4.2789,2.4094,1,checkpoint186,gate135_mt,checkpoint186,
783_013916,013916,0.2301,4.9295,5.791,3.6502,1,checkpoint186,adaptive190_MT,checkpoint186,
784_002563,002563,5.8596,7.0015,0.9654,4.6088,1,checkpoint186,gate135_mt,checkpoint186,
785_012247,012247,2.1791,7.5772,3.9915,4.5826,1,checkpoint186,adaptive190_MT,checkpoint186,
786_003182,003182,0.4984,8.7899,4.0237,4.4373,1,checkpoint186,adaptive190_MT,checkpoint186,
787_010887,010887,7.433,1.484,2.3177,3.7449,1,checkpoint186,selector168_mt_guard171,checkpoint186,
788_007474,007474,6.9266,6.9655,4.8951,6.2624,0,checkpoint186,adaptive190_MT,checkpoint186,
789_009257,009257,0.9817,5.7666,7.2764,4.6749,1,checkpoint186,selector168_mt_guard171,checkpoint186,
790_013245,013245,0.1421,1.0269,0.6546,0.6079,1,checkpoint186,gate155_mt,checkpoint186,
791_008915,008915,11.7326,0.7569,0.3265,4.272,1,checkpoint186,gate155_mt,checkpoint186,
792_001060,001060,0.9914,1.5768,2.3243,1.6308,1,checkpoint186,selector168_mt_guard171,checkpoint186,
793_004879,004879,3.2221,3.8866,3.5565,3.5551,1,checkpoint186,selector168_mt_guard171,checkpoint186,
794_010307,010307,4.0067,0.3879,0.2964,1.5637,1,checkpoint186,gate155_mt,checkpoint186,
795_012077,012077,5.0309,5.9906,2.8955,4.639,1,checkpoint186,checkpoint93,checkpoint186,
796_014382,014382,0.7485,1.993,0.8731,1.2049,1,checkpoint186,selector168_mt_guard171,checkpoint186,
797_011712,011712,0.3736,2.9302,2.0303,1.778,1,checkpoint186,gate155_mt,checkpoint186,
798_001311,001311,6.2609,6.3094,1.0852,4.5518,1,checkpoint186,gate135_mt,checkpoint186,
799_003056,003056,4.3598,0.0723,6.0613,3.4978,1,checkpoint186,gate155_mt,checkpoint186,
800_012812,012812,3.6634,1.3967,2.8791,2.6464,1,checkpoint186,gate155_mt,checkpoint186,
801_012914,012914,5.2875,2.8122,1.1482,3.0826,1,checkpoint186,checkpoint93,checkpoint186,
802_008976,008976,5.4881,7.4043,2.9877,5.2934,0,checkpoint186,adaptive190_MT,checkpoint186,
803_007966,007966,1.9853,3.9734,1.4878,2.4822,1,checkpoint186,checkpoint93,checkpoint186,
804_002773,002773,0.7899,0.8567,0.9225,0.8564,1,checkpoint186,gate155_mt,checkpoint186,
805_005626,005626,3.8061,2.6873,5.8055,4.0996,1,checkpoint186,checkpoint93,checkpoint186,
806_015255,015255,5.3925,2.9759,2.2123,3.5269,1,checkpoint186,selector168_mt_guard171,checkpoint186,
807_015854,015854,8.2188,4.0716,6.8327,6.3744,0,checkpoint186,gate155_mt,checkpoint186,
808_009678,009678,0.8881,2.8972,0.485,1.4234,1,checkpoint186,gate155_mt,checkpoint186,
809_010979,010979,6.5801,4.7019,0.1826,3.8215,1,checkpoint186,adaptive190_MT,checkpoint186,
810_004476,004476,3.1905,9.7949,0.9003,4.6286,1,checkpoint186,checkpoint93,checkpoint186,
811_002205,002205,1.4867,2.044,1.6393,1.7233,1,checkpoint186,selector168_mt_guard171,checkpoint186,
812_010801,010801,0.1916,4.9927,9.5827,4.9223,1,checkpoint186,gate155_mt,checkpoint186,
813_009221,009221,3.1999,3.804,1.61,2.8713,1,pt200,gate155_mt,checkpoint186,
814_004147,004147,5.3078,5.7589,3.866,4.9776,1,checkpoint186,adaptive190_MT,checkpoint186,
815_004165,004165,0.3292,1.3165,2.3728,1.3395,1,checkpoint186,selector168_mt_guard171,checkpoint186,
816_015635,015635,2.0934,5.9533,2.6185,3.5551,1,checkpoint186,adaptive190_MT,checkpoint186,
817_012621,012621,3.3707,0.2325,0.8111,1.4714,1,checkpoint186,selector168_mt_guard171,checkpoint186,
818_006072,006072,4.3617,3.2607,2.6649,3.4291,1,checkpoint186,gate135_mt,checkpoint186,
819_004380,004380,1.8737,4.3606,0.829,2.3544,1,checkpoint186,checkpoint93,checkpoint186,
820_013987,013987,6.4306,2.9796,0.9577,3.456,1,checkpoint186,gate135_mt,checkpoint186,
821_009434,009434,2.6461,0.9148,2.9487,2.1699,1,checkpoint186,selector168_mt_guard171,checkpoint186,
822_009616,009616,8.9426,5.977,3.3476,6.0891,0,checkpoint186,adaptive190_MT,checkpoint186,
823_007898,007898,0.5357,3.4313,3.3557,2.4409,1,checkpoint186,gate155_mt,checkpoint186,
824_001814,001814,3.8469,15.714,8.7747,9.4452,0,checkpoint186,adaptive190_MT,checkpoint186,
825_000852,000852,3.2773,2.3649,5.5061,3.7161,1,checkpoint186,selector168_mt_guard171,checkpoint186,
826_009948,009948,0.7619,0.0092,2.8334,1.2015,1,checkpoint186,gate155_mt,checkpoint186,
827_003946,003946,7.9683,4.5415,3.7996,5.4365,0,checkpoint186,adaptive190_MT,checkpoint186,
828_007259,007259,1.0659,8.017,0.3689,3.1506,1,checkpoint186,adaptive190_MT,checkpoint186,
829_000936,000936,0.7996,3.0276,0.8859,1.571,1,checkpoint186,selector168_mt_guard171,checkpoint186,
830_013890,013890,2.2727,0.4371,0.5089,1.0729,1,checkpoint186,selector168_mt_guard171,checkpoint186,
831_006957,006957,0.6373,1.0999,3.6991,1.8121,1,checkpoint186,gate155_mt,checkpoint186,
832_010472,010472,3.6839,2.4032,2.0001,2.6957,1,checkpoint186,selector168_mt_guard171,checkpoint186,
833_007713,007713,12.2833,9.9022,9.4155,10.5337,0,checkpoint186,checkpoint93,checkpoint186,
834_000916,000916,11.8336,3.2145,3.663,6.237,0,checkpoint186,selector168_mt_guard171,checkpoint186,
835_012325,012325,1.9874,3.1022,4.3491,3.1462,1,checkpoint186,selector168_mt_guard171,checkpoint186,
836_001868,001868,8.2938,1.0526,1.6752,3.6739,1,checkpoint186,selector168_mt_guard171,checkpoint186,
837_001335,001335,1.9713,0.6904,1.5338,1.3985,1,checkpoint186,selector168_mt_guard171,checkpoint186,
838_015690,015690,0.8991,0.156,3.8577,1.6376,1,checkpoint186,gate155_mt,checkpoint186,
839_002700,002700,0.0532,3.4651,1.3265,1.6149,1,checkpoint186,gate155_mt,checkpoint186,
840_005988,005988,0.8128,2.6831,3.3089,2.2683,1,checkpoint186,checkpoint93,checkpoint186,
841_010159,010159,0.54,4.9982,8.2296,4.5893,1,checkpoint186,gate135_mt,checkpoint186,
842_001087,001087,5.5512,0.3697,2.3446,2.7552,1,checkpoint186,gate155_mt,checkpoint186,
843_003242,003242,6.1316,2.6445,1.513,3.4297,1,checkpoint186,gate155_mt,checkpoint186,
844_005579,005579,14.9696,2.3719,9.0951,8.8122,0,checkpoint186,selector182_MT,checkpoint186,
845_007650,007650,4.2841,2.9458,5.3599,4.1966,1,checkpoint186,checkpoint93,checkpoint186,
846_014632,014632,6.82,6.295,6.2929,6.4693,0,checkpoint186,checkpoint93,checkpoint186,
847_015322,015322,0.0863,0.2672,2.8871,1.0802,1,checkpoint186,checkpoint93,checkpoint186,
848_012647,012647,1.0512,6.2894,0.2925,2.5444,1,checkpoint186,adaptive190_MT,checkpoint186,
849_012923,012923,1.9039,4.4538,3.4704,3.276,1,checkpoint186,selector168_mt_guard171,checkpoint186,
850_008617,008617,2.7966,4.8158,4.9289,4.1804,1,checkpoint186,adaptive190_MT,checkpoint186,
851_015661,015661,0.1382,0.112,3.8446,1.3649,1,checkpoint186,gate135_mt,checkpoint186,
852_008003,008003,0.1475,3.6671,1.9864,1.9337,1,checkpoint186,adaptive190_MT,checkpoint186,
853_013550,013550,1.6602,0.8903,6.2599,2.9368,1,checkpoint186,gate155_mt,checkpoint186,
854_003158,003158,3.3022,2.5762,3.6203,3.1662,1,checkpoint186,checkpoint93,checkpoint186,
855_012460,012460,5.5351,5.9962,7.0935,6.2083,0,checkpoint186,adaptive190_MT,checkpoint186,
856_008337,008337,2.0793,6.5579,3.6093,4.0822,1,checkpoint186,adaptive190_MT,checkpoint186,
857_003582,003582,3.5581,2.0576,1.2273,2.281,1,checkpoint186,gate155_mt,checkpoint186,
858_014183,014183,4.0525,5.1048,5.5415,4.8996,1,checkpoint186,selector168_mt_guard171,checkpoint186,
859_006386,006386,2.7507,2.9771,4.7335,3.4871,1,checkpoint186,checkpoint93,checkpoint186,
860_006063,006063,19.7712,2.4559,4.2892,8.8388,0,checkpoint186,selector182_MT,checkpoint186,
861_000786,000786,1.0369,4.8671,0.8027,2.2356,1,pt200,adaptive190_MT,checkpoint186,
862_008688,008688,1.5878,8.4555,1.0188,3.6874,1,checkpoint186,checkpoint93,checkpoint186,
863_001456,001456,16.833,1.7467,2.676,7.0852,0,checkpoint186,selector168_mt_guard171,checkpoint186,
864_003010,003010,5.1808,1.3339,2.3212,2.9453,1,checkpoint186,checkpoint93,checkpoint186,
865_001201,001201,1.5314,2.6931,5.4919,3.2388,1,checkpoint186,gate155_mt,checkpoint186,
866_012573,012573,3.298,1.907,0.3717,1.8589,1,checkpoint186,gate135_mt,checkpoint186,
867_008731,008731,1.5985,0.7027,5.3346,2.5453,1,checkpoint186,selector168_mt_guard171,checkpoint186,
868_008231,008231,0.0196,4.2751,5.6177,3.3041,1,checkpoint186,checkpoint93,checkpoint186,
869_015570,015570,0.4879,0.899,6.1402,2.509,1,checkpoint186,selector168_mt_guard171,checkpoint186,
870_004194,004194,6.9129,4.3873,5.7208,5.6737,0,checkpoint186,gate135_mt,checkpoint186,
871_003766,003766,0.8433,4.3496,5.1062,3.433,1,checkpoint186,gate155_mt,checkpoint186,
872_001489,001489,1.1826,3.9773,3.7943,2.9847,1,checkpoint186,gate155_mt,checkpoint186,
873_000554,000554,4.7845,4.0244,6.1055,4.9715,1,checkpoint186,gate155_mt,checkpoint186,
874_003611,003611,3.0804,4.6543,4.3756,4.0368,1,checkpoint186,adaptive190_MT,checkpoint186,
875_011416,011416,3.7518,2.1822,12.6336,6.1892,0,checkpoint186,selector182_MT,checkpoint186,
876_006907,006907,1.4272,5.4689,0.1156,2.3372,1,checkpoint186,adaptive190_MT,checkpoint186,
877_014584,014584,16.0416,5.7535,3.3413,8.3788,0,checkpoint186,adaptive190_MT,checkpoint186,
878_002969,002969,3.6539,0.6291,2.5062,2.2631,1,checkpoint186,selector168_mt_guard171,checkpoint186,
879_001923,001923,2.0679,2.218,2.1678,2.1512,1,pt200,selector168_mt_guard171,checkpoint186,
880_015425,015425,5.721,3.9285,7.8107,5.8201,0,checkpoint186,gate155_mt,checkpoint186,
881_014454,014454,0.9051,3.7001,5.8136,3.4729,1,checkpoint186,checkpoint93,checkpoint186,
882_008628,008628,8.764,1.5103,3.8408,4.705,1,checkpoint186,gate155_mt,checkpoint186,
883_010474,010474,4.2704,3.4498,4.09,3.9367,1,checkpoint186,gate155_mt,checkpoint186,
884_005907,005907,2.1679,1.4634,2.7367,2.1227,1,checkpoint186,checkpoint93,checkpoint186,
885_011483,011483,1.3501,1.7758,2.9438,2.0232,1,checkpoint186,gate155_mt,checkpoint186,
886_006613,006613,1.8441,9.2092,3.7457,4.933,1,checkpoint186,selector168_mt_guard171,checkpoint186,
887_002927,002927,3.4918,6.3595,7.6255,5.8256,0,checkpoint186,adaptive190_MT,checkpoint186,
888_015830,015830,0.4174,3.5974,0.2035,1.4061,1,pt200,selector168_mt_guard171,checkpoint186,
889_009545,009545,5.4124,1.3459,4.5652,3.7745,1,checkpoint186,gate155_mt,checkpoint186,
890_006627,006627,0.1218,0.4373,2.3461,0.9684,1,checkpoint186,gate155_mt,checkpoint186,
891_013015,013015,3.246,7.3916,1.4439,4.0272,1,checkpoint186,adaptive190_MT,checkpoint186,
892_004118,004118,11.8845,0.0584,2.594,4.8456,1,checkpoint186,selector168_mt_guard171,checkpoint186,
893_005887,005887,1.1638,2.2837,2.2474,1.8983,1,checkpoint186,gate155_mt,checkpoint186,
894_005011,005011,10.051,1.2836,9.6251,6.9866,0,checkpoint186,checkpoint93,checkpoint186,
895_005479,005479,0.5835,2.3572,0.2949,1.0785,1,checkpoint186,gate155_mt,checkpoint186,
896_002430,002430,1.2984,6.2688,4.8113,4.1262,1,checkpoint186,adaptive190_MT,checkpoint186,
897_002403,002403,2.0837,2.8194,4.0594,2.9875,1,checkpoint186,checkpoint93,checkpoint186,
898_005694,005694,6.04,7.1941,3.1374,5.4572,0,checkpoint186,adaptive190_MT,checkpoint186,
899_011699,011699,5.3348,2.0146,9.1189,5.4894,0,checkpoint186,selector168_mt_guard171,checkpoint186,
900_010120,010120,3.234,3.5687,5.45,4.0842,1,checkpoint186,gate155_mt,checkpoint186,
901_013048,013048,1.1088,6.6474,0.2819,2.6794,1,checkpoint186,adaptive190_MT,checkpoint186,
902_008110,008110,1.6525,1.9525,4.6159,2.7403,1,pt200,gate155_mt,checkpoint186,
903_010481,010481,6.6035,7.2081,10.483,8.0982,0,checkpoint186,adaptive190_MT,sf204_tll159,TL_L
904_011215,011215,4.1406,3.8099,4.8854,4.2786,1,checkpoint186,gate155_mt,checkpoint186,
905_007861,007861,7.0784,1.5787,3.6247,4.0939,1,checkpoint186,checkpoint93,checkpoint186,
906_003138,003138,6.5278,10.1592,2.5309,6.406,0,checkpoint186,checkpoint93,checkpoint186,
907_014005,014005,4.4969,10.6036,3.1426,6.081,0,checkpoint186,checkpoint93,checkpoint186,
908_014833,014833,10.9087,1.5551,1.6343,4.6994,1,checkpoint186,gate135_mt,checkpoint186,
909_000332,000332,3.0338,2.9121,3.3879,3.1113,1,checkpoint186,gate135_mt,checkpoint186,
910_010266,010266,12.4082,5.4097,1.0357,6.2845,0,checkpoint186,checkpoint93,checkpoint186,
911_012769,012769,10.6792,0.7735,0.5808,4.0112,1,checkpoint186,selector168_mt_guard171,checkpoint186,
912_011016,011016,0.9657,1.4543,0.7209,1.047,1,checkpoint186,selector168_mt_guard171,checkpoint186,
913_012412,012412,3.2272,1.7872,5.4994,3.5046,1,checkpoint186,gate155_mt,checkpoint186,
914_009351,009351,1.4209,1.4673,2.6827,1.857,1,checkpoint186,selector168_mt_guard171,checkpoint186,
915_007705,007705,8.9791,8.8476,2.0869,6.6379,0,checkpoint186,adaptive190_MT,checkpoint186,
916_001897,001897,2.6074,5.6696,6.8797,5.0522,0,checkpoint186,adaptive190_MT,checkpoint186,
917_010723,010723,4.1838,2.0968,5.1247,3.8018,1,checkpoint186,selector168_mt_guard171,checkpoint186,
918_014361,014361,3.2901,1.2359,3.3047,2.6102,1,checkpoint186,selector168_mt_guard171,checkpoint186,
919_012317,012317,1.8653,3.7653,4.878,3.5029,1,checkpoint186,gate155_mt,checkpoint186,
920_014617,014617,3.4907,3.4415,5.1347,4.0223,1,checkpoint186,selector168_mt_guard171,checkpoint186,
921_003837,003837,2.0015,0.9525,5.2378,2.7306,1,checkpoint186,selector168_mt_guard171,checkpoint186,
922_013299,013299,5.7483,0.3551,9.9408,5.3481,0,checkpoint186,selector168_mt_guard171,checkpoint186,
923_011027,011027,7.4426,10.9996,5.1315,7.8579,0,checkpoint186,checkpoint93,checkpoint186,
924_001710,001710,0.3809,2.7822,8.3308,3.8313,1,checkpoint186,checkpoint93,checkpoint186,
925_008899,008899,3.796,0.2779,9.0984,4.3908,1,checkpoint186,gate155_mt,checkpoint186,
926_003829,003829,1.9483,8.6394,8.8285,6.4721,0,checkpoint186,adaptive190_MT,checkpoint186,
927_002040,002040,2.7189,9.8597,1.2592,4.6126,1,checkpoint186,adaptive190_MT,checkpoint186,
928_010424,010424,1.7542,4.4526,4.2882,3.4983,1,checkpoint186,gate135_mt,checkpoint186,
929_006559,006559,3.5578,2.9297,2.4349,2.9741,1,checkpoint186,selector168_mt_guard171,checkpoint186,
930_005167,005167,0.3432,3.4676,6.7205,3.5104,1,checkpoint186,gate155_mt,checkpoint186,
931_006322,006322,6.4055,5.9156,9.6963,7.3391,0,checkpoint186,adaptive190_MT,checkpoint186,
932_009554,009554,4.8373,0.5414,2.7834,2.7207,1,checkpoint186,checkpoint93,checkpoint186,
933_010270,010270,4.9256,7.3741,4.6088,5.6362,0,checkpoint186,selector182_MT,checkpoint186,
934_009292,009292,1.4925,0.3957,4.5539,2.1474,1,checkpoint186,gate135_mt,checkpoint186,
935_011735,011735,1.0117,3.3369,7.9572,4.1019,1,checkpoint186,selector168_mt_guard171,checkpoint186,
936_004306,004306,6.7792,7.5007,3.54,5.94,0,checkpoint186,adaptive190_MT,checkpoint186,
937_009095,009095,1.7284,1.3785,0.3102,1.139,1,checkpoint186,selector168_mt_guard171,checkpoint186,
938_002155,002155,3.2823,0.6617,1.2135,1.7192,1,checkpoint186,gate155_mt,checkpoint186,
939_003871,003871,8.2606,1.6005,8.4816,6.1142,0,checkpoint186,gate135_mt,checkpoint186,
940_010591,010591,10.1348,4.1392,3.3423,5.8721,0,checkpoint186,selector168_mt_guard171,checkpoint186,
941_014192,014192,2.2958,3.6884,5.5475,3.8439,1,checkpoint186,gate155_mt,checkpoint186,
942_009580,009580,4.0081,5.0268,5.8498,4.9616,1,checkpoint186,gate135_mt,checkpoint186,
943_008946,008946,3.6393,15.6672,1.0726,6.793,0,checkpoint186,checkpoint93,checkpoint186,
944_009497,009497,0.25,3.1697,0.7874,1.4024,1,checkpoint186,gate155_mt,checkpoint186,
945_011959,011959,5.5468,0.0352,0.2649,1.949,1,checkpoint186,checkpoint93,checkpoint186,
946_015805,015805,7.6344,1.1614,1.2196,3.3385,1,checkpoint186,selector168_mt_guard171,checkpoint186,
947_008089,008089,0.8265,3.4539,1.1269,1.8024,1,checkpoint186,gate135_mt,checkpoint186,
948_011462,011462,4.9632,3.0824,1.0714,3.039,1,checkpoint186,gate135_mt,checkpoint186,
949_011324,011324,2.0081,1.7352,2.8552,2.1995,1,checkpoint186,gate155_mt,checkpoint186,
950_006840,006840,1.3969,3.0932,6.792,3.7607,1,checkpoint186,checkpoint93,checkpoint186,
951_010829,010829,2.0152,1.6207,18.457,7.3643,0,checkpoint186,checkpoint93,tll197_combo,
952_007525,007525,7.4877,5.0541,8.6995,7.0804,0,checkpoint186,adaptive190_MT,checkpoint186,
953_003229,003229,9.4208,0.7511,4.4978,4.8899,1,checkpoint186,selector168_mt_guard171,checkpoint186,
954_008283,008283,1.7534,4.207,5.915,3.9585,1,checkpoint186,adaptive190_MT,checkpoint186,
955_006373,006373,3.4803,1.5625,11.8728,5.6385,0,checkpoint186,gate135_mt,checkpoint186,
956_001055,001055,1.6858,2.3759,6.0657,3.3758,1,checkpoint186,adaptive190_MT,checkpoint186,
957_002115,002115,8.8886,6.3086,2.2581,5.8184,0,checkpoint186,adaptive190_MT,checkpoint186,
958_010358,010358,0.9737,0.6969,0.7578,0.8095,1,checkpoint186,gate135_mt,checkpoint186,
959_001828,001828,1.7563,8.276,9.4488,6.4937,0,checkpoint186,checkpoint93,checkpoint186,
960_000558,000558,2.6899,3.4559,0.5204,2.2221,1,checkpoint186,selector168_mt_guard171,checkpoint186,
961_013143,013143,0.4942,1.4446,2.2232,1.3873,1,checkpoint186,selector168_mt_guard171,checkpoint186,
962_012351,012351,0.2113,2.1697,3.471,1.9507,1,checkpoint186,gate155_mt,checkpoint186,
963_003363,003363,9.259,0.2134,6.6119,5.3614,0,checkpoint186,selector168_mt_guard171,checkpoint186,
964_013123,013123,0.5651,1.8928,7.8062,3.4214,1,checkpoint186,selector168_mt_guard171,checkpoint186,
965_011829,011829,1.6227,1.9033,0.9415,1.4892,1,checkpoint186,gate155_mt,checkpoint186,
966_001208,001208,5.5299,0.3976,3.0084,2.9786,1,checkpoint186,gate155_mt,checkpoint186,
967_002912,002912,0.7083,4.5143,6.9663,4.063,1,checkpoint186,adaptive190_MT,checkpoint186,
968_007362,007362,0.9061,5.464,7.159,4.5097,1,checkpoint186,selector168_mt_guard171,checkpoint186,
969_001836,001836,3.5551,0.6943,1.0557,1.7684,1,checkpoint186,selector168_mt_guard171,checkpoint186,
970_008268,008268,3.3863,4.3006,4.8025,4.1631,1,checkpoint186,gate155_mt,tll197_combo,
971_000238,000238,1.3679,0.959,0.2926,0.8732,1,checkpoint186,gate155_mt,checkpoint186,
972_001695,001695,1.1705,3.9679,6.3059,3.8148,1,checkpoint186,checkpoint93,checkpoint186,
973_006296,006296,5.251,0.4754,0.4647,2.0637,1,checkpoint186,checkpoint93,checkpoint186,
974_003939,003939,1.6672,4.9292,2.6035,3.0666,1,checkpoint186,adaptive190_MT,checkpoint186,
975_007363,007363,2.8257,5.8126,5.0564,4.5649,1,checkpoint186,selector186_old_MT,checkpoint186,
976_012980,012980,0.9357,5.9339,2.3974,3.089,1,checkpoint186,adaptive190_MT,checkpoint186,
977_006458,006458,3.4335,5.2596,2.5125,3.7352,1,checkpoint186,checkpoint93,checkpoint186,
978_008822,008822,0.5182,2.8604,12.1587,5.1791,0,checkpoint186,selector186_old_MT,tll197_combo,
979_012083,012083,11.5118,7.6115,2.4537,7.1923,0,checkpoint186,checkpoint93,checkpoint186,
980_012597,012597,4.5865,2.7908,1.2014,2.8596,1,checkpoint186,gate155_mt,checkpoint186,
981_000241,000241,1.5339,0.0499,3.1786,1.5875,1,checkpoint186,gate155_mt,checkpoint186,
982_011134,011134,3.674,5.6444,0.5706,3.2963,1,checkpoint186,adaptive190_MT,checkpoint186,
983_013490,013490,3.9445,1.3162,0.6356,1.9654,1,checkpoint186,gate155_mt,checkpoint186,
984_006818,006818,1.7207,2.6228,0.471,1.6048,1,checkpoint186,selector168_mt_guard171,checkpoint186,
985_001789,001789,4.0264,3.8192,8.1023,5.316,0,checkpoint186,selector168_mt_guard171,checkpoint186,
986_011349,011349,20.6683,2.3045,0.8261,7.933,0,checkpoint186,selector182_MT,checkpoint186,
987_002351,002351,2.4116,3.8933,7.6508,4.6519,1,checkpoint186,gate135_mt,checkpoint186,
988_002271,002271,6.7285,2.5217,3.4855,4.2452,1,checkpoint186,selector168_mt_guard171,checkpoint186,
989_005050,005050,3.0616,1.8274,5.6992,3.5294,1,checkpoint186,gate135_mt,checkpoint186,
990_012131,012131,2.7136,4.9236,4.7904,4.1425,1,checkpoint186,adaptive190_MT,checkpoint186,
991_015834,015834,31.8664,5.3842,15.7505,17.667,0,checkpoint186,selector185_f4_MT,checkpoint186,
992_007606,007606,6.9079,3.1534,0.814,3.6251,1,checkpoint186,selector168_mt_guard171,checkpoint186,
993_009062,009062,6.3252,0.3529,2.6751,3.1177,1,checkpoint186,gate155_mt,checkpoint186,
994_012041,012041,3.348,4.4105,3.9524,3.9036,1,checkpoint186,adaptive190_MT,checkpoint186,
995_014328,014328,10.4787,3.6523,7.1133,7.0814,0,checkpoint186,gate135_mt,checkpoint186,
996_003795,003795,0.2443,3.7685,0.1078,1.3735,1,checkpoint186,gate155_mt,checkpoint186,
997_011529,011529,0.7349,7.3425,8.7785,5.6186,0,checkpoint186,adaptive190_MT,checkpoint186,
998_008434,008434,6.2321,0.1688,2.1365,2.8458,1,checkpoint186,gate155_mt,checkpoint186,
999_001806,001806,1.1212,4.2053,2.8777,2.7347,1,checkpoint186,selector168_mt_guard171,checkpoint186,
