file_id,raw_file_id,pt_abs_error,mt_abs_error,tll_abs_error,mae3,within_5,pt_source205,mt_source205,tll_source205,changed_targets205
1253_011255,011255,3.6133,5.9872,4.9222,4.8409,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1254_004731,004731,0.7458,3.376,6.5668,3.5629,1,checkpoint186,gate155_mt,checkpoint186,
1255_013621,013621,7.9742,3.9732,8.0649,6.6708,0,checkpoint186,adaptive190_MT,checkpoint186,
1256_009808,009808,4.3394,4.4073,5.3491,4.6986,1,checkpoint186,gate135_mt,checkpoint186,
1257_015997,015997,1.0738,5.3788,8.4485,4.967,1,checkpoint186,checkpoint93,checkpoint186,
1258_006153,006153,19.6588,2.1058,3.8585,8.541,0,checkpoint186,selector182_MT,checkpoint186,
1259_004248,004248,2.2755,2.9638,1.2066,2.1486,1,checkpoint186,gate135_mt,checkpoint186,
1260_014045,014045,9.693,6.1519,3.348,6.3976,0,checkpoint186,adaptive190_MT,checkpoint186,
1261_004515,004515,2.3731,2.3421,4.3491,3.0214,1,checkpoint186,checkpoint93,checkpoint186,
1262_006449,006449,4.6176,2.9566,1.5745,3.0496,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1263_006407,006407,0.4564,1.6879,3.1022,1.7488,1,checkpoint186,gate135_mt,checkpoint186,
1264_013381,013381,2.2608,0.7688,4.4425,2.4907,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1265_005951,005951,3.739,4.5802,4.2909,4.2034,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1266_013025,013025,11.4474,7.6754,0.3696,6.4975,0,checkpoint186,adaptive190_MT,checkpoint186,
1267_005112,005112,0.3146,1.4032,4.2456,1.9878,1,checkpoint186,gate135_mt,checkpoint186,
1268_005900,005900,6.0312,0.7678,5.7128,4.1706,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1269_008950,008950,2.4445,4.4525,7.9556,4.9509,1,checkpoint186,gate155_mt,checkpoint186,
1270_009239,009239,3.204,2.0359,3.6761,2.972,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1271_004297,004297,5.5472,6.6315,4.3823,5.5203,0,checkpoint186,adaptive190_MT,checkpoint186,
1272_010502,010502,1.4126,3.0736,4.3531,2.9464,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1273_007085,007085,0.5311,5.1875,5.2512,3.6566,1,checkpoint186,adaptive190_MT,checkpoint186,
1274_013282,013282,0.7219,0.4173,4.6272,1.9221,1,checkpoint186,gate155_mt,checkpoint186,
1275_010198,010198,1.4961,8.1997,1.3846,3.6935,1,checkpoint186,adaptive190_MT,checkpoint186,
1276_011940,011940,0.8788,4.2282,4.7,3.269,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1277_004690,004690,4.8216,0.0285,1.2262,2.0254,1,checkpoint186,checkpoint93,checkpoint186,
1278_015190,015190,6.7591,2.9512,4.0824,4.5976,1,checkpoint186,gate155_mt,checkpoint186,
1279_004080,004080,1.8757,7.4658,9.4609,6.2675,0,checkpoint186,adaptive190_MT,checkpoint186,
1280_006204,006204,2.6077,3.4734,1.4583,2.5131,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1281_006528,006528,3.1276,3.6156,2.2371,2.9934,1,checkpoint186,gate155_mt,checkpoint186,
1282_004366,004366,2.7794,2.2017,3.3952,2.7921,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1283_012755,012755,0.976,5.1227,4.9745,3.6911,1,checkpoint186,adaptive190_MT,checkpoint186,
1284_008702,008702,2.6586,2.3122,1.1678,2.0462,1,checkpoint186,checkpoint93,checkpoint186,
1285_008033,008033,22.914,1.5312,6.8315,10.4256,0,checkpoint186,checkpoint93,checkpoint186,
1286_001538,001538,0.9088,5.989,1.8084,2.9021,1,checkpoint186,adaptive190_MT,checkpoint186,
1287_000651,000651,5.6826,1.8588,1.8928,3.1447,1,checkpoint186,gate155_mt,checkpoint186,
1288_002643,002643,3.1867,2.4251,3.475,3.0289,1,checkpoint186,gate135_mt,checkpoint186,
1289_008225,008225,0.8443,2.9942,6.2281,3.3555,1,checkpoint186,gate155_mt,checkpoint186,
1290_009203,009203,5.9464,2.6795,9.2955,5.9738,0,checkpoint186,selector168_mt_guard171,checkpoint186,
1291_004447,004447,5.2096,4.0926,1.7612,3.6878,1,checkpoint186,gate155_mt,checkpoint186,
1292_005344,005344,1.0381,2.5815,3.0485,2.2227,1,checkpoint186,gate155_mt,checkpoint186,
1293_007910,007910,1.538,4.7117,7.3317,4.5271,1,checkpoint186,gate155_mt,checkpoint186,
1294_000478,000478,5.8119,2.8958,9.2441,5.9839,0,checkpoint186,gate155_mt,checkpoint186,
1295_004643,004643,0.7135,2.5566,6.019,3.0964,1,pt200,selector168_mt_guard171,checkpoint186,
1296_001267,001267,0.2066,7.7851,0.7722,2.9213,1,checkpoint186,adaptive190_MT,checkpoint186,
1297_000302,000302,2.4724,3.3172,1.0427,2.2774,1,checkpoint186,checkpoint93,checkpoint186,
1298_003028,003028,7.0778,1.2098,0.4464,2.9113,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1299_014255,014255,1.1945,3.131,3.141,2.4888,1,checkpoint186,checkpoint93,checkpoint186,
1300_013802,013802,8.0455,2.1006,2.9241,4.3567,1,checkpoint186,checkpoint93,checkpoint186,
1301_001774,001774,0.9895,3.1151,7.4041,3.8362,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1302_005219,005219,0.7908,1.5905,3.9959,2.1257,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1303_014514,014514,2.2544,4.0165,6.1117,4.1275,1,checkpoint186,adaptive190_MT,checkpoint186,
1304_000567,000567,1.0303,6.6911,5.1722,4.2979,1,checkpoint186,adaptive190_MT,checkpoint186,
1305_002854,002854,2.7833,1.3211,7.0519,3.7188,1,checkpoint186,gate155_mt,checkpoint186,
1306_005491,005491,8.3577,3.0981,0.365,3.9403,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1307_003851,003851,2.5199,1.0614,1.5774,1.7196,1,checkpoint186,gate155_mt,checkpoint186,
1308_009533,009533,3.1147,4.3632,0.2985,2.5921,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1309_006806,006806,0.0497,0.7084,2.302,1.02,1,checkpoint186,checkpoint93,checkpoint186,
1310_002285,002285,1.1968,0.2752,21.0285,7.5002,0,checkpoint186,selector182_MT,checkpoint186,
1311_003000,003000,3.5467,3.4666,0.6962,2.5698,1,checkpoint186,adaptive190_MT,checkpoint186,
1312_014614,014614,6.3081,7.6691,4.5972,6.1915,0,checkpoint186,adaptive190_MT,checkpoint186,
1313_006791,006791,1.6152,0.6407,0.8361,1.0307,1,checkpoint186,gate155_mt,checkpoint186,
1314_009984,009984,1.6953,1.7143,6.6689,3.3595,1,checkpoint186,gate135_mt,checkpoint186,
1315_011208,011208,10.322,16.1471,1.767,9.412,0,checkpoint186,selector182_MT,checkpoint186,
1316_000838,000838,3.3465,2.4336,6.3682,4.0494,1,checkpoint186,gate135_mt,checkpoint186,
1317_014093,014093,2.1344,3.8034,7.6604,4.5327,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1318_011300,011300,4.1626,1.9773,1.7365,2.6255,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1319_001308,001308,3.1023,1.8042,2.121,2.3425,1,checkpoint186,gate155_mt,checkpoint186,
1320_007471,007471,1.2123,1.9734,5.5773,2.921,1,checkpoint186,gate155_mt,checkpoint186,
1321_004157,004157,1.8078,2.1025,0.6911,1.5338,1,checkpoint186,checkpoint93,checkpoint186,
1322_012007,012007,21.275,0.5148,0.6875,7.4924,0,checkpoint186,selector168_mt_guard171,checkpoint186,
1323_006971,006971,1.6616,3.0421,3.741,2.8149,1,checkpoint186,adaptive190_MT,checkpoint186,
1324_013793,013793,4.2457,5.3239,3.2279,4.2658,1,checkpoint186,adaptive190_MT,checkpoint186,
1325_015853,015853,2.1123,0.1097,1.8717,1.3646,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1326_005345,005345,0.2925,0.5407,1.0191,0.6174,1,checkpoint186,gate135_mt,checkpoint186,
1327_007881,007881,4.3644,5.8747,5.0832,5.1074,0,checkpoint186,adaptive190_MT,checkpoint186,
1328_003710,003710,2.9971,0.2849,4.8632,2.7151,1,checkpoint186,gate155_mt,checkpoint186,
1329_007559,007559,1.4752,3.6554,0.0196,1.7167,1,checkpoint186,gate135_mt,checkpoint186,
1330_011051,011051,4.7143,4.6226,0.8401,3.3923,1,checkpoint186,adaptive190_MT,checkpoint186,
1331_007598,007598,0.1698,6.9325,4.1125,3.7383,1,checkpoint186,adaptive190_MT,checkpoint186,
1332_008302,008302,4.3794,0.5423,1.2683,2.0633,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1333_006631,006631,4.3981,2.3434,2.8151,3.1855,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1334_000256,000256,5.4386,2.7452,0.6908,2.9582,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1335_005733,005733,3.024,11.1641,1.3679,5.1853,0,checkpoint186,adaptive190_MT,checkpoint186,
1336_004949,004949,1.3174,3.6888,1.7438,2.25,1,checkpoint186,checkpoint93,checkpoint186,
1337_000515,000515,9.0196,1.6157,3.9531,4.8628,1,checkpoint186,checkpoint93,checkpoint186,
1338_009713,009713,0.8728,5.4961,4.1565,3.5085,1,checkpoint186,adaptive190_MT,checkpoint186,
1339_010203,010203,4.0783,0.7385,1.5637,2.1268,1,checkpoint186,gate135_mt,checkpoint186,
1340_005971,005971,4.1482,9.132,3.8121,5.6974,0,checkpoint186,adaptive190_MT,checkpoint186,
1341_001500,001500,5.3876,3.9182,8.7017,6.0025,0,checkpoint186,adaptive190_MT,checkpoint186,
1342_008065,008065,10.8889,4.5645,5.9535,7.1356,0,checkpoint186,adaptive190_MT,checkpoint186,
1343_005781,005781,0.0377,7.8203,1.505,3.121,1,checkpoint186,checkpoint93,checkpoint186,
1344_004424,004424,3.0053,1.2048,0.5223,1.5775,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1345_006406,006406,1.9301,2.3235,5.5503,3.268,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1346_015269,015269,1.2129,3.8144,6.2186,3.7486,1,checkpoint186,gate155_mt,checkpoint186,
1347_009428,009428,3.5796,2.4312,1.4847,2.4985,1,checkpoint186,gate155_mt,checkpoint186,
1348_006201,006201,3.0577,1.5614,5.7368,3.452,1,checkpoint186,checkpoint93,checkpoint186,
1349_015438,015438,17.2101,0.2594,3.5571,7.0089,0,checkpoint186,selector168_mt_guard171,checkpoint186,
1350_000563,000563,0.0164,2.6853,7.7738,3.4918,1,checkpoint186,gate155_mt,checkpoint186,
1351_008129,008129,5.3252,0.948,8.2214,4.8315,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1352_006798,006798,0.0226,0.7724,0.933,0.576,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1353_014134,014134,10.1617,4.3873,9.4949,8.0146,0,checkpoint186,selector186_old_MT,checkpoint186,
1354_014446,014446,0.4376,1.5582,0.0301,0.6753,1,checkpoint186,gate135_mt,checkpoint186,
1355_013686,013686,1.2359,2.2423,3.9718,2.4833,1,checkpoint186,gate155_mt,checkpoint186,
1356_004861,004861,3.7455,1.6941,3.8529,3.0975,1,checkpoint186,checkpoint93,checkpoint186,
1357_006984,006984,5.2491,3.8773,7.7291,5.6185,0,checkpoint186,checkpoint93,checkpoint186,
1358_002260,002260,4.7828,2.4856,4.0579,3.7754,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1359_013789,013789,3.2972,3.2862,1.6931,2.7588,1,checkpoint186,gate135_mt,checkpoint186,
1360_009676,009676,7.2729,0.1677,2.5103,3.317,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1361_011801,011801,1.4997,3.9416,1.1432,2.1948,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1362_002669,002669,9.2003,10.2488,0.3299,6.593,0,checkpoint186,adaptive190_MT,checkpoint186,
1363_008907,008907,3.1145,1.1054,5.483,3.2343,1,checkpoint186,gate155_mt,checkpoint186,
1364_010392,010392,3.0362,1.7683,3.0268,2.6104,1,checkpoint186,checkpoint93,checkpoint186,
1365_008454,008454,2.3066,1.0934,3.4159,2.272,1,checkpoint186,checkpoint93,checkpoint186,
1366_007325,007325,0.2386,1.1113,4.1234,1.8244,1,checkpoint186,checkpoint93,checkpoint186,
1367_013714,013714,1.62,0.3812,0.0384,0.6799,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1368_003855,003855,6.8291,4.0768,3.3725,4.7595,1,checkpoint186,adaptive190_MT,checkpoint186,
1369_008151,008151,1.7028,4.8762,7.5762,4.7184,1,checkpoint186,checkpoint93,checkpoint186,
1370_007306,007306,1.9591,2.5836,8.0926,4.2118,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1371_002186,002186,1.5202,0.3223,10.2963,4.0463,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1372_001274,001274,0.3597,1.1022,0.8383,0.7667,1,checkpoint186,gate155_mt,checkpoint186,
1373_004606,004606,6.0207,2.9102,1.8537,3.5949,1,checkpoint186,adaptive190_MT,checkpoint186,
1374_011730,011730,2.7223,2.7933,5.268,3.5945,1,checkpoint186,gate155_mt,checkpoint186,
1375_008725,008725,0.9917,5.3711,1.3915,2.5848,1,checkpoint186,adaptive190_MT,checkpoint186,
1376_012093,012093,2.2044,9.0106,4.084,5.0997,0,checkpoint186,adaptive190_MT,checkpoint186,
1377_015148,015148,0.6453,5.9072,0.4588,2.3371,1,checkpoint186,checkpoint93,checkpoint186,
1378_006024,006024,2.2589,0.5056,6.1996,2.988,1,checkpoint186,gate155_mt,checkpoint186,
1379_002314,002314,9.1087,12.4736,0.0033,7.1952,0,checkpoint186,checkpoint93,checkpoint186,
1380_002416,002416,0.9455,11.6889,4.6723,5.7689,0,checkpoint186,adaptive190_MT,checkpoint186,
1381_005695,005695,7.2549,1.508,2.8587,3.8739,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1382_011798,011798,3.8082,5.3448,5.1481,4.767,1,checkpoint186,checkpoint93,checkpoint186,
1383_007294,007294,6.7154,3.5225,3.1961,4.478,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1384_010298,010298,6.3038,0.4077,7.6277,4.7797,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1385_009123,009123,4.637,6.0516,1.9032,4.1973,1,checkpoint186,adaptive190_MT,checkpoint186,
1386_010193,010193,3.6659,0.0817,5.2209,2.9895,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1387_007577,007577,1.4317,1.6664,2.5425,1.8802,1,checkpoint186,gate155_mt,checkpoint186,
1388_008235,008235,3.1077,3.0001,0.2257,2.1112,1,checkpoint186,gate155_mt,checkpoint186,
1389_013136,013136,0.8914,2.8085,4.3484,2.6828,1,checkpoint186,adaptive190_MT,checkpoint186,
1390_000379,000379,3.7871,3.4836,4.028,3.7662,1,checkpoint186,adaptive190_MT,checkpoint186,
1391_008979,008979,0.6908,2.5088,1.1099,1.4365,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1392_011098,011098,2.8866,3.522,8.7418,5.0501,0,checkpoint186,gate155_mt,checkpoint186,
1393_012162,012162,1.684,3.572,8.682,4.646,1,checkpoint186,adaptive190_MT,checkpoint186,
1394_007976,007976,0.2833,0.2779,0.6428,0.4013,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1395_005036,005036,3.0192,2.2277,1.3104,2.1858,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1396_005901,005901,0.6205,4.3169,3.918,2.9518,1,checkpoint186,gate135_mt,tll197_combo,
1397_012856,012856,5.5558,3.4055,4.1879,4.3831,1,checkpoint186,checkpoint93,checkpoint186,
1398_012988,012988,6.3496,0.8182,3.16,3.4426,1,checkpoint186,selector168_mt_guard171,checkpoint186,
1399_006919,006919,2.6642,3.9819,1.3208,2.6556,1,checkpoint186,adaptive190_MT,checkpoint186,
1400_006836,006836,2.6584,0.2054,1.0298,1.2979,1,checkpoint186,selector168_mt_guard171,checkpoint186,
401_001647,001647,1.9892,6.8248,1.3086,3.3742,1,pt200,adaptive190_MT,checkpoint186,
402_003670,003670,0.2843,5.9767,7.4177,4.5596,1,pt200,adaptive190_MT,checkpoint186,
403_014528,014528,2.9435,9.6734,3.6397,5.4189,0,checkpoint186,adaptive190_MT,checkpoint186,
404_013710,013710,3.3321,3.1562,1.4902,2.6595,1,checkpoint186,selector168_mt_guard171,checkpoint186,
405_014893,014893,0.7528,1.2003,4.6177,2.1903,1,checkpoint186,selector168_mt_guard171,checkpoint186,
406_004268,004268,8.5554,7.0845,0.1377,5.2592,0,checkpoint186,adaptive190_MT,checkpoint186,
407_003746,003746,21.1991,5.2112,2.7825,9.7309,0,checkpoint186,adaptive190_MT,checkpoint186,
408_006736,006736,1.9876,0.1324,3.1388,1.7529,1,checkpoint186,selector168_mt_guard171,checkpoint186,
409_002231,002231,4.5667,4.7456,12.0383,7.1169,0,checkpoint186,adaptive190_MT,checkpoint186,
410_008932,008932,2.8597,5.6868,0.2025,2.9163,1,checkpoint186,adaptive190_MT,checkpoint186,
411_014551,014551,0.6947,0.5955,0.7867,0.6923,1,checkpoint186,gate135_mt,checkpoint186,
412_000491,000491,10.5584,0.1833,3.0638,4.6018,1,checkpoint186,checkpoint93,checkpoint186,
413_000142,000142,3.0515,3.8691,0.3224,2.4143,1,checkpoint186,gate155_mt,checkpoint186,
414_005995,005995,3.132,2.7186,4.0211,3.2906,1,checkpoint186,checkpoint93,checkpoint186,
415_010959,010959,0.8586,3.725,1.4739,2.0192,1,pt200,checkpoint93,checkpoint186,
416_006096,006096,10.9913,0.1202,2.7578,4.6231,1,checkpoint186,selector168_mt_guard171,checkpoint186,
417_006104,006104,1.9833,3.4158,6.1711,3.8567,1,checkpoint186,gate135_mt,checkpoint186,
418_004328,004328,2.3396,0.7057,3.0273,2.0242,1,checkpoint186,gate135_mt,checkpoint186,
419_011847,011847,3.1989,4.5475,1.1543,2.9669,1,checkpoint186,adaptive190_MT,checkpoint186,
420_011310,011310,12.9025,7.4744,1.4359,7.2709,0,checkpoint186,checkpoint93,checkpoint186,
421_013858,013858,17.4475,9.5709,0.5714,9.1966,0,checkpoint186,selector186_old_MT,checkpoint186,
422_001321,001321,2.483,0.7038,4.507,2.5646,1,checkpoint186,selector168_mt_guard171,checkpoint186,
423_006001,006001,7.3917,0.8935,3.0621,3.7824,1,checkpoint186,selector168_mt_guard171,checkpoint186,
424_004444,004444,0.9527,1.1193,0.5751,0.8824,1,checkpoint186,gate135_mt,checkpoint186,
425_008343,008343,2.0083,7.2545,5.4674,4.9101,1,checkpoint186,checkpoint93,checkpoint186,
426_003303,003303,5.8316,1.3645,4.2488,3.815,1,checkpoint186,selector168_mt_guard171,checkpoint186,
427_005848,005848,3.1685,7.5798,6.891,5.8798,0,checkpoint186,checkpoint93,checkpoint186,
428_014112,014112,0.0222,3.1058,4.8333,2.6538,1,checkpoint186,selector168_mt_guard171,checkpoint186,
429_007224,007224,0.4508,1.0362,3.1381,1.5417,1,checkpoint186,gate155_mt,checkpoint186,
430_003800,003800,0.2794,3.7166,5.6541,3.2167,1,checkpoint186,adaptive190_MT,checkpoint186,
431_014284,014284,3.0705,0.7929,1.4882,1.7839,1,checkpoint186,selector168_mt_guard171,checkpoint186,
432_014309,014309,4.3422,3.3213,5.136,4.2665,1,checkpoint186,selector168_mt_guard171,checkpoint186,
433_010938,010938,4.4759,3.0025,5.7144,4.3976,1,checkpoint186,gate155_mt,checkpoint186,
434_003375,003375,0.0073,1.2615,4.7248,1.9979,1,checkpoint186,selector168_mt_guard171,checkpoint186,
435_011556,011556,1.3232,1.7063,2.4482,1.8259,1,checkpoint186,checkpoint93,checkpoint186,
436_010812,010812,2.7114,2.6576,3.2204,2.8631,1,checkpoint186,checkpoint93,checkpoint186,
437_004858,004858,10.5735,8.5164,8.963,9.351,0,checkpoint186,selector186_old_MT,checkpoint186,
438_008008,008008,2.435,6.1222,0.3427,2.9666,1,checkpoint186,checkpoint93,checkpoint186,
439_004291,004291,5.171,2.0785,4.4594,3.903,1,checkpoint186,selector168_mt_guard171,checkpoint186,
440_004556,004556,3.0654,0.5712,2.5953,2.0773,1,checkpoint186,gate155_mt,checkpoint186,
441_002565,002565,3.8994,6.3794,8.5709,6.2832,0,checkpoint186,adaptive190_MT,checkpoint186,
442_001728,001728,0.0775,0.7747,6.6152,2.4891,1,checkpoint186,selector168_mt_guard171,checkpoint186,
443_003396,003396,0.393,2.8423,0.8177,1.351,1,checkpoint186,checkpoint93,checkpoint186,
444_010032,010032,3.5695,0.8864,5.962,3.4726,1,checkpoint186,gate155_mt,checkpoint186,
445_010377,010377,1.2551,4.7158,3.6217,3.1975,1,checkpoint186,adaptive190_MT,checkpoint186,
446_004041,004041,1.4356,0.6029,2.8923,1.6436,1,checkpoint186,gate135_mt,checkpoint186,
447_000337,000337,2.1433,7.1613,0.3699,3.2248,1,checkpoint186,adaptive190_MT,checkpoint186,
448_007336,007336,1.2354,7.1838,1.7766,3.3986,1,checkpoint186,adaptive190_MT,checkpoint186,
449_007039,007039,3.6948,6.1736,6.1216,5.33,0,checkpoint186,adaptive190_MT,checkpoint186,
450_007126,007126,0.798,2.2959,2.187,1.7603,1,pt200,checkpoint93,checkpoint186,
451_006724,006724,3.3186,2.2707,3.1251,2.9048,1,checkpoint186,gate155_mt,checkpoint186,
452_003491,003491,1.6008,4.6337,2.949,3.0612,1,checkpoint186,adaptive190_MT,checkpoint186,
453_001152,001152,5.1004,2.6358,2.4099,3.382,1,checkpoint186,gate135_mt,checkpoint186,
454_000924,000924,3.1629,1.1339,6.9855,3.7608,1,checkpoint186,selector168_mt_guard171,checkpoint186,
455_011756,011756,3.1166,5.5505,5.4083,4.6918,1,checkpoint186,selector168_mt_guard171,checkpoint186,
456_013185,013185,6.399,12.0196,3.6045,7.341,0,pt200,adaptive190_MT,checkpoint186,
457_007478,007478,3.1929,3.4692,4.934,3.8654,1,checkpoint186,selector168_mt_guard171,checkpoint186,
458_012998,012998,2.5426,2.9815,2.2557,2.5933,1,checkpoint186,adaptive190_MT,checkpoint186,
459_012932,012932,1.9578,0.2294,1.1729,1.12,1,checkpoint186,gate155_mt,checkpoint186,
460_004391,004391,1.4131,0.9627,0.9371,1.1043,1,checkpoint186,checkpoint93,checkpoint186,
461_011741,011741,6.043,2.4902,0.6638,3.0657,1,checkpoint186,gate155_mt,checkpoint186,
462_009300,009300,1.1087,3.9784,5.7163,3.6011,1,checkpoint186,checkpoint93,checkpoint186,
463_003715,003715,13.6382,5.7379,2.1804,7.1855,0,checkpoint186,checkpoint93,checkpoint186,
464_007402,007402,9.7028,5.2309,1.1252,5.353,0,checkpoint186,checkpoint93,checkpoint186,
465_002240,002240,9.6607,2.2837,1.2629,4.4024,1,checkpoint186,selector168_mt_guard171,checkpoint186,
466_015852,015852,1.9423,4.6269,5.6121,4.0604,1,checkpoint186,adaptive190_MT,checkpoint186,
467_015358,015358,0.2636,12.0526,4.4909,5.6024,0,checkpoint186,adaptive190_MT,checkpoint186,
468_002419,002419,7.634,3.9673,0.8404,4.1472,1,checkpoint186,adaptive190_MT,checkpoint186,
469_005274,005274,8.2402,3.523,1.5457,4.4363,1,checkpoint186,gate155_mt,checkpoint186,
470_013227,013227,1.2917,6.3821,1.2979,2.9906,1,checkpoint186,checkpoint93,checkpoint186,
471_010948,010948,3.9842,0.0257,3.6792,2.563,1,checkpoint186,selector168_mt_guard171,checkpoint186,
472_014449,014449,2.294,1.3658,1.545,1.7349,1,checkpoint186,checkpoint93,checkpoint186,
473_007100,007100,5.7097,1.2962,3.1433,3.3831,1,checkpoint186,gate155_mt,checkpoint186,
474_014875,014875,8.7212,3.4164,8.3919,6.8432,0,checkpoint186,checkpoint93,sf204_tll159,TL_L
475_015077,015077,3.7757,5.5356,5.9649,5.0921,0,checkpoint186,adaptive190_MT,checkpoint186,
476_004240,004240,1.8075,6.2105,6.0355,4.6845,1,checkpoint186,checkpoint93,checkpoint186,
477_003335,003335,5.3364,1.4766,1.2979,2.7036,1,checkpoint186,checkpoint93,checkpoint186,
478_011000,011000,2.6218,3.6201,6.8334,4.3584,1,checkpoint186,gate155_mt,checkpoint186,
479_005481,005481,5.8578,0.1865,0.5455,2.1966,1,checkpoint186,gate155_mt,checkpoint186,
480_004889,004889,0.9024,2.5219,5.9685,3.1309,1,checkpoint186,gate155_mt,checkpoint186,
481_011884,011884,0.2421,3.6549,7.9822,3.9597,1,checkpoint186,checkpoint93,checkpoint186,
482_003938,003938,1.6982,0.2554,0.6146,0.8561,1,checkpoint186,gate155_mt,checkpoint186,
483_014930,014930,6.9787,5.7382,4.1811,5.6327,0,checkpoint186,adaptive190_MT,checkpoint186,
484_015869,015869,2.3497,5.2965,2.8418,3.496,1,pt200,checkpoint93,checkpoint186,
485_004074,004074,2.1244,2.0009,0.7361,1.6205,1,checkpoint186,gate135_mt,checkpoint186,
486_000089,000089,1.4216,8.0233,0.5221,3.3223,1,checkpoint186,checkpoint93,checkpoint186,
487_011535,011535,4.228,9.0475,3.8825,5.7193,0,checkpoint186,adaptive190_MT,checkpoint186,
488_008585,008585,0.9046,2.1524,2.1027,1.7199,1,checkpoint186,gate135_mt,checkpoint186,
489_014658,014658,2.4078,1.1318,8.7097,4.0831,1,checkpoint186,gate155_mt,checkpoint186,
490_001750,001750,0.3982,3.7936,0.6964,1.6294,1,checkpoint186,gate155_mt,checkpoint186,
491_006881,006881,1.9179,2.4263,0.6938,1.6793,1,checkpoint186,gate155_mt,checkpoint186,
492_006220,006220,5.2334,0.2393,6.4697,3.9808,1,checkpoint186,gate155_mt,checkpoint186,
493_009474,009474,5.9913,3.0255,4.44,4.4856,1,checkpoint186,selector168_mt_guard171,checkpoint186,
494_011430,011430,3.5227,3.1443,0.9304,2.5325,1,checkpoint186,gate135_mt,checkpoint186,
495_013526,013526,1.4032,0.9277,1.8849,1.4053,1,checkpoint186,selector168_mt_guard171,checkpoint186,
496_003040,003040,4.5045,7.1517,5.2245,5.6269,0,checkpoint186,adaptive190_MT,checkpoint186,
497_012850,012850,0.3283,1.8476,1.3445,1.1735,1,checkpoint186,gate155_mt,checkpoint186,
498_003554,003554,1.7717,0.5386,4.5206,2.277,1,checkpoint186,selector168_mt_guard171,checkpoint186,
499_013436,013436,0.487,4.067,3.3663,2.6401,1,pt200,adaptive190_MT,checkpoint186,
500_007623,007623,3.7988,3.0944,0.6868,2.5267,1,checkpoint186,checkpoint93,checkpoint186,
501_015246,015246,2.1958,0.9524,3.1656,2.1046,1,checkpoint186,selector168_mt_guard171,checkpoint186,
502_010928,010928,3.5666,3.6409,1.8966,3.0347,1,checkpoint186,selector168_mt_guard171,checkpoint186,
503_012029,012029,3.6594,2.8183,1.0179,2.4985,1,checkpoint186,gate155_mt,checkpoint186,
504_012448,012448,3.5792,0.3673,0.039,1.3285,1,checkpoint186,gate155_mt,checkpoint186,
505_001794,001794,0.9904,1.2171,5.4313,2.5463,1,checkpoint186,gate135_mt,checkpoint186,
506_004193,004193,0.1905,3.2035,5.2622,2.8854,1,checkpoint186,selector168_mt_guard171,checkpoint186,
507_015105,015105,3.8094,2.0958,1.0701,2.3251,1,checkpoint186,checkpoint93,checkpoint186,
508_007654,007654,6.4795,0.363,0.3288,2.3904,1,checkpoint186,selector168_mt_guard171,checkpoint186,
509_008677,008677,1.6357,2.9477,4.2839,2.9558,1,checkpoint186,gate135_mt,checkpoint186,
510_014605,014605,2.3238,2.2863,8.3033,4.3045,1,checkpoint186,gate155_mt,checkpoint186,
511_011084,011084,3.1276,0.4168,2.695,2.0798,1,checkpoint186,checkpoint93,checkpoint186,
